year,nation,peoptrust,lifesat,decision,marital,war,leftrigh,religious,divorce,suicide,proud,sex,age,education,ethnic
1990,USA,trusted,6,8,married,yes,5,relig,5,5,quite,male,26,17,white
1990,Britain,careful,5,5,single,yes,5,relig,5,4,not very,female,23,17,not applicable
1990,Britain,careful,satisf,grt deal,widow,yes,right,relig,never,never,very,male,64,14,not applicable
1990,France,careful,8,7,married,yes,7,relig,never,never,very,male,45,16,not applicable
1990,USA,careful,8,6,married,no,5,relig,4,never,very,female,44,17,white
1990,USA,trusted,9,9,married,yes,8,relig,5,3,very,female,48,18,black
1990,Britain,careful,9,8,married,yes,6,relig,7,3,very,male,85,14,not applicable
1990,USA,careful,9,7,married,yes,5,relig,never,never,very,female,35,21,white
1990,Britain,careful,satisf,8,married,yes,5,relig,5,never,very,female,55,16,not applicable
1990,France,careful,5,5,single,yes,4,relig,8,never,very,female,28,20,not applicable
1990,Sweden,careful,8,8,married,yes,9,relig,3,never,quite,female,35,21,not applicable
1990,Britain,careful,satisf,8,married,yes,6,atheist,always,5,very,male,34,16,not applicable
1990,Britain,trusted,6,4,married,yes,3,relig,never,3,very,female,82,13,not applicable
1990,USA,trusted,7,8,married,no,5,not rel,8,5,very,female,32,21,white
1990,Sweden,trusted,9,8,married,yes,4,relig,5,never,quite,male,38,"dk, na",not applicable
1990,Sweden,trusted,7,8,divorced,yes,7,atheist,8,9,quite,female,51,21,not applicable
1990,France,careful,9,6,married,yes,4,relig,8,5,quite,female,29,21,not applicable
1990,France,careful,7,7,single,yes,6,relig,5,5,very,male,20,"dk, na",not applicable
1990,USA,careful,9,7,married,yes,6,relig,9,7,quite,male,30,21,white
1990,Britain,careful,6,grt deal,single,no,8,not rel,7,never,quite,female,25,16,not applicable
1990,Britain,trusted,8,5,married,yes,6,not rel,5,4,quite,male,28,14,not applicable
1990,USA,trusted,9,grt deal,married,yes,2,relig,never,never,very,female,51,21,white
1990,France,careful,6,5,married,yes,5,relig,8,never,very,female,51,14,not applicable
1990,USA,trusted,satisf,8,single,yes,7,relig,3,never,very,male,18,18,white
1990,Sweden,trusted,satisf,8,as marr,yes,3,relig,always,5,very,female,41,"dk, na",not applicable
1990,USA,trusted,9,grt deal,divorced,yes,7,relig,3,never,very,male,56,21,white
1990,Britain,trusted,satisf,5,married,yes,3,atheist,8,8,quite,male,36,"dk, na",not applicable
1990,Sweden,trusted,7,6,single,yes,7,not rel,7,4,very,male,45,"dk, na",not applicable
1990,Sweden,trusted,8,7,as marr,yes,8,not rel,always,7,quite,female,49,21,not applicable
1990,Britain,trusted,9,grt deal,married,yes,9,relig,never,always,very,female,54,16,not applicable
1990,Britain,careful,6,7,single,yes,4,relig,5,5,quite,female,18,18,not applicable
1990,Britain,trusted,satisf,4,single,yes,8,not rel,7,never,not very,male,25,17,not applicable
1990,Britain,careful,6,5,married,no,5,relig,9,never,not very,female,29,15,not applicable
1990,Britain,careful,6,6,widow,yes,4,not rel,9,2,quite,male,68,15,not applicable
1990,USA,trusted,dissatis,6,married,yes,7,relig,5,never,very,female,25,"dk, na",7
1990,Britain,careful,7,8,married,no,5,relig,5,never,quite,female,29,16,not applicable
1990,USA,trusted,satisf,8,as marr,yes,7,relig,4,never,very,male,34,18,black
1990,France,careful,7,7,married,no,6,relig,5,5,very,female,50,14,not applicable
1990,Britain,trusted,7,5,single,yes,5,not rel,5,4,very,male,21,16,not applicable
1990,USA,careful,8,9,divorced,no,7,relig,always,never,quite,male,45,17,black
1990,USA,trusted,5,grt deal,married,yes,5,relig,5,never,very,male,59,17,white
1990,Sweden,careful,satisf,grt deal,married,yes,6,not rel,5,never,quite,female,34,21,not applicable
1990,USA,trusted,satisf,grt deal,single,yes,5,relig,always,never,quite,male,67,19,white
1990,USA,careful,9,9,married,yes,6,relig,7,never,notatall,male,48,20,white
1990,Sweden,trusted,8,grt deal,divorced,yes,5,relig,7,never,very,male,54,"dk, na",not applicable
1990,Sweden,careful,9,9,as marr,yes,7,not rel,5,8,quite,male,24,21,not applicable
1990,Britain,careful,7,7,married,no,4,relig,7,5,quite,male,32,21,not applicable
1990,USA,trusted,7,grt deal,widow,no,5,relig,7,never,very,female,67,19,white
1990,France,careful,7,5,single,no,left,relig,7,5,quite,male,20,"dk, na",not applicable
1990,USA,trusted,9,9,married,yes,7,relig,5,never,quite,male,47,21,white
1990,USA,careful,satisf,9,married,yes,right,relig,5,never,very,female,39,17,white
1990,Sweden,careful,7,8,as marr,yes,5,not rel,9,8,quite,male,33,21,not applicable
1990,Sweden,trusted,9,9,as marr,yes,9,not rel,5,never,very,female,38,"dk, na",not applicable
1990,France,careful,6,6,married,no,5,relig,6,5,quite,female,23,20,not applicable
1990,USA,trusted,9,8,married,yes,6,relig,5,never,very,male,30,21,white
1990,Sweden,trusted,8,9,married,yes,5,relig,8,never,very,male,38,"dk, na",not applicable
1990,Sweden,careful,7,7,single,yes,right,not rel,5,4,very,male,24,19,not applicable
1990,Britain,careful,6,8,married,no,5,relig,5,never,quite,male,77,16,not applicable
1990,Britain,trusted,8,7,married,yes,8,not rel,always,6,quite,female,25,21,not applicable
1990,USA,careful,2,4,married,no,5,relig,2,never,very,male,58,"dk, na",black
1990,Britain,trusted,5,6,single,yes,5,relig,5,never,quite,female,26,16,not applicable
1990,USA,trusted,8,9,married,yes,5,relig,5,never,very,male,38,21,white
1990,France,careful,6,4,single,yes,4,relig,7,2,quite,male,18,18,not applicable
1990,Sweden,trusted,6,8,married,yes,5,not rel,8,3,quite,male,42,21,not applicable
1990,France,careful,6,7,married,no,2,relig,always,6,quite,female,27,17,not applicable
1990,Britain,careful,3,3,married,no,6,relig,5,4,quite,female,39,16,not applicable
1990,France,careful,5,3,married,yes,2,relig,4,2,quite,male,57,20,not applicable
1990,USA,trusted,7,7,divorced,yes,7,relig,5,never,very,female,32,16,white
1990,France,careful,2,6,married,yes,right,relig,5,5,not very,female,42,15,not applicable
1990,USA,careful,satisf,grt deal,married,yes,6,relig,always,always,very,female,71,12,white
1990,USA,careful,9,7,married,yes,5,not rel,2,2,very,female,22,20,white
1990,Britain,trusted,2,3,married,yes,5,not rel,always,5,not very,female,57,15,not applicable
1990,Sweden,trusted,8,6,single,yes,2,atheist,9,9,not very,male,31,21,not applicable
1990,Britain,trusted,8,6,married,yes,3,not rel,6,7,very,male,29,18,not applicable
1990,USA,careful,satisf,9,married,yes,5,relig,5,2,very,female,66,16,black
1990,USA,trusted,6,grt deal,married,no,5,relig,never,never,notatall,female,36,20,white
1990,France,careful,9,5,married,no,6,relig,3,3,quite,female,27,16,not applicable
1990,Britain,careful,9,7,married,yes,7,atheist,5,never,very,male,36,16,not applicable
1990,USA,careful,7,5,married,yes,6,relig,4,3,quite,male,38,15,7
1990,Britain,careful,satisf,grt deal,married,no,right,not rel,always,always,very,male,87,14,not applicable
1990,France,careful,7,8,married,no,6,relig,4,never,not very,female,45,17,not applicable
1990,Sweden,trusted,satisf,grt deal,married,yes,9,not rel,always,4,very,female,43,21,not applicable
1990,Britain,careful,4,7,married,yes,7,not rel,6,2,very,male,42,15,not applicable
1990,France,careful,8,9,married,yes,9,not rel,5,5,quite,male,45,18,not applicable
1990,Sweden,trusted,8,7,married,yes,8,atheist,8,8,very,male,39,"dk, na",not applicable
1990,France,careful,5,grt deal,separat,yes,3,not rel,always,9,quite,female,66,20,not applicable
1990,France,careful,9,9,married,no,3,relig,2,4,quite,male,66,14,not applicable
1990,France,careful,8,8,married,no,3,relig,6,5,quite,female,29,18,not applicable
1990,USA,trusted,5,8,married,no,4,relig,6,never,very,female,81,21,white
1990,USA,careful,9,grt deal,married,yes,4,relig,4,never,very,male,38,21,white
1990,Britain,careful,3,2,married,yes,4,not rel,4,never,very,male,69,14,not applicable
1990,Britain,careful,8,8,married,yes,6,relig,6,7,very,female,37,15,not applicable
1990,Britain,trusted,9,9,married,yes,right,relig,5,5,not very,female,43,17,not applicable
1990,France,careful,6,4,married,yes,3,not rel,5,6,very,male,41,20,not applicable
1990,Britain,careful,7,7,widow,no,7,relig,never,4,quite,female,84,21,not applicable
1990,USA,trusted,8,7,married,yes,5,relig,never,never,very,female,64,17,white
1990,USA,careful,8,8,married,yes,5,relig,6,never,quite,male,62,16,white
1990,USA,trusted,7,7,married,yes,5,relig,5,never,very,female,50,21,white
1990,Britain,trusted,9,grt deal,married,yes,5,relig,5,never,very,male,42,15,not applicable
1990,USA,careful,satisf,grt deal,married,yes,right,relig,7,6,very,female,56,21,white
1990,Britain,careful,satisf,7,married,yes,9,relig,5,never,very,male,52,18,not applicable
1990,Britain,careful,5,6,widow,no,8,relig,never,never,very,male,61,14,not applicable
1990,USA,trusted,7,5,married,yes,7,relig,5,5,very,female,38,"dk, na",other
1990,France,careful,6,5,married,yes,9,relig,3,5,quite,male,59,14,not applicable
1990,Britain,careful,5,5,single,yes,8,not rel,6,never,quite,male,44,15,not applicable
1990,USA,careful,8,7,married,yes,5,not rel,5,5,quite,male,36,18,white
1990,Britain,careful,5,6,single,yes,2,relig,6,never,very,female,33,16,not applicable
1990,USA,trusted,8,grt deal,widow,yes,3,relig,5,3,very,male,69,21,white
1990,France,trusted,7,7,as marr,no,4,not rel,5,2,quite,male,32,16,not applicable
1990,France,trusted,9,9,widow,no,8,relig,5,never,very,female,66,16,not applicable
1990,USA,careful,satisf,grt deal,single,no,9,relig,6,never,very,female,28,17,black
1990,France,trusted,8,8,married,yes,5,relig,never,5,very,female,44,20,not applicable
1990,USA,trusted,7,grt deal,as marr,yes,6,relig,4,never,very,female,29,18,white
1990,France,careful,7,grt deal,widow,no,5,relig,never,never,quite,female,65,16,not applicable
1990,Britain,trusted,satisf,grt deal,single,yes,6,relig,never,2,very,male,24,16,not applicable
1990,France,careful,dissatis,8,married,no,5,relig,always,never,quite,male,40,15,not applicable
1990,France,trusted,6,7,single,no,6,relig,8,6,quite,male,23,18,not applicable
1990,Britain,trusted,7,7,married,yes,5,relig,5,never,very,male,49,17,not applicable
1990,Britain,trusted,satisf,none,married,yes,5,not rel,5,3,quite,female,46,15,not applicable
1990,Britain,careful,satisf,none,married,no,5,relig,never,never,very,male,78,14,not applicable
1990,France,careful,9,9,married,yes,8,not rel,never,never,quite,female,40,21,not applicable
1990,USA,careful,9,9,married,yes,5,relig,5,never,very,male,48,21,white
1990,Britain,careful,8,8,married,yes,8,relig,3,4,quite,male,36,15,not applicable
1990,Britain,trusted,8,4,as marr,no,5,not rel,5,7,quite,male,24,16,not applicable
1990,Britain,careful,5,5,married,yes,5,relig,5,3,quite,female,42,16,not applicable
1990,Britain,careful,satisf,8,married,no,6,not rel,8,8,very,female,41,16,not applicable
1990,Britain,careful,satisf,8,married,yes,5,not rel,8,5,quite,male,39,15,not applicable
1990,Britain,careful,7,9,as marr,no,5,not rel,6,6,very,female,28,15,not applicable
1990,Sweden,trusted,satisf,grt deal,married,yes,5,relig,never,never,very,male,46,"dk, na",not applicable
1990,Sweden,trusted,8,7,married,yes,7,not rel,always,always,quite,male,36,20,not applicable
1990,USA,careful,8,6,married,yes,5,relig,4,5,quite,female,29,20,white
1990,Sweden,trusted,6,3,married,yes,2,not rel,never,2,very,male,63,"dk, na",not applicable
1990,Britain,careful,9,7,as marr,yes,6,not rel,4,5,very,female,21,16,not applicable
1990,Britain,careful,satisf,8,married,yes,8,relig,5,never,very,male,46,15,not applicable
1990,USA,trusted,7,7,married,yes,6,relig,never,3,quite,female,36,19,white
1990,USA,trusted,8,8,single,no,5,relig,8,3,very,female,27,21,white
1990,Britain,trusted,9,8,married,no,9,relig,8,never,quite,female,61,15,not applicable
1990,USA,careful,5,5,single,no,5,relig,6,never,quite,female,18,"dk, na",e asian
1990,Britain,trusted,8,5,married,yes,5,relig,6,5,quite,female,35,17,not applicable
1990,France,trusted,7,5,married,yes,5,relig,7,4,quite,male,65,20,not applicable
1990,USA,careful,6,8,divorced,yes,5,relig,never,never,quite,female,31,18,white
1990,France,careful,8,7,single,yes,4,not rel,9,6,quite,female,18,"dk, na",not applicable
1990,USA,trusted,8,9,married,yes,8,relig,8,5,very,male,30,20,white
1990,Britain,careful,8,5,single,yes,2,not rel,2,never,quite,male,22,17,not applicable
1990,Sweden,careful,8,grt deal,married,no,8,relig,never,never,quite,female,48,"dk, na",not applicable
1990,Britain,careful,7,grt deal,widow,yes,5,relig,6,6,very,female,78,14,not applicable
1990,France,careful,5,grt deal,divorced,yes,3,relig,7,always,quite,male,67,12,not applicable
1990,USA,careful,9,7,single,no,8,relig,9,4,quite,female,18,"dk, na",black
1990,USA,trusted,8,8,married,yes,8,relig,5,never,very,male,30,21,white
1990,USA,careful,7,7,divorced,yes,6,relig,8,6,very,female,47,21,white
1990,Sweden,careful,7,grt deal,single,yes,9,relig,4,5,quite,female,18,"dk, na",not applicable
1990,Sweden,trusted,5,5,widow,yes,6,not rel,4,2,very,male,39,"dk, na",not applicable
1990,USA,careful,5,8,married,no,6,not rel,8,2,quite,female,49,18,white
1990,Sweden,trusted,7,7,married,yes,9,not rel,7,5,very,male,48,20,not applicable
1990,USA,careful,7,7,married,yes,8,relig,6,never,very,male,64,15,white
1990,USA,careful,8,8,widow,yes,6,relig,4,4,very,female,66,14,black
1990,Britain,trusted,satisf,grt deal,married,yes,6,relig,3,8,very,female,59,14,not applicable
1990,Britain,careful,8,5,married,no,6,not rel,5,7,very,male,39,"dk, na",not applicable
1990,Britain,trusted,7,6,single,yes,5,relig,never,never,quite,male,45,16,not applicable
1990,USA,trusted,8,7,married,yes,4,relig,9,4,very,female,34,18,white
1990,Britain,trusted,9,8,married,yes,7,relig,8,never,quite,female,33,21,not applicable
1990,Britain,trusted,8,7,married,yes,5,not rel,6,4,quite,female,27,16,not applicable
1990,France,careful,6,7,single,yes,4,not rel,always,7,quite,male,22,21,not applicable
1990,Britain,careful,8,8,single,yes,3,relig,3,never,very,male,20,16,not applicable
1990,USA,trusted,7,7,married,yes,7,relig,6,2,quite,male,60,21,white
1990,Sweden,careful,5,5,divorced,yes,5,not rel,never,never,quite,male,47,"dk, na",not applicable
1990,France,careful,6,7,separat,yes,4,not rel,6,6,quite,female,26,18,not applicable
1990,France,careful,6,4,single,no,3,atheist,9,5,quite,male,27,20,not applicable
1990,USA,careful,9,9,widow,no,5,relig,3,never,very,female,66,17,white
1990,USA,careful,7,7,as marr,yes,8,relig,5,never,very,male,75,"dk, na",white
1990,USA,trusted,9,6,married,yes,right,relig,4,3,very,female,36,17,white
1990,France,careful,8,6,single,no,4,not rel,always,never,quite,male,25,17,not applicable
1990,Britain,careful,9,7,married,yes,5,relig,4,2,very,female,23,16,not applicable
1990,USA,trusted,7,7,married,yes,5,relig,4,4,very,female,64,21,white
1990,USA,careful,satisf,8,married,no,6,relig,3,3,very,female,65,18,white
1990,USA,trusted,9,8,married,no,5,relig,5,4,very,female,76,21,white
1990,USA,trusted,9,8,married,yes,7,relig,2,never,very,male,47,21,white
1990,Britain,trusted,6,6,widow,no,5,relig,always,6,very,female,62,14,not applicable
1990,USA,trusted,5,5,divorced,yes,right,relig,never,4,very,female,18,17,white
1990,Sweden,careful,8,4,married,yes,3,not rel,6,8,very,male,58,"dk, na",not applicable
1990,USA,trusted,7,6,married,yes,5,relig,9,never,quite,female,41,21,white
1990,Sweden,trusted,satisf,8,as marr,yes,4,not rel,5,never,quite,male,26,21,not applicable
1990,Britain,careful,satisf,7,married,yes,5,relig,7,7,very,female,51,18,not applicable
1990,Sweden,careful,satisf,9,as marr,yes,8,relig,9,7,quite,female,24,18,not applicable
1990,Sweden,trusted,9,grt deal,married,yes,7,not rel,8,never,quite,male,35,21,not applicable
1990,Britain,trusted,satisf,3,married,yes,5,not rel,never,5,very,male,75,14,not applicable
1990,USA,trusted,9,8,married,yes,6,relig,5,never,very,male,55,21,white
1990,USA,careful,9,grt deal,married,yes,5,relig,7,never,very,male,38,21,white
1990,USA,careful,satisf,6,married,yes,5,relig,5,never,very,male,35,19,white
1990,USA,trusted,9,grt deal,single,yes,7,relig,2,never,very,male,32,17,white
1990,France,trusted,8,8,married,yes,5,relig,3,3,very,male,44,18,not applicable
1990,Britain,trusted,satisf,grt deal,married,yes,5,relig,5,5,very,female,36,15,not applicable
1990,USA,careful,8,7,married,yes,6,relig,3,2,quite,male,43,21,white
1990,USA,careful,7,7,married,yes,7,relig,never,never,very,male,24,18,white
1990,USA,careful,7,4,married,no,6,relig,4,4,quite,male,54,21,black
1990,Britain,careful,8,7,single,yes,4,not rel,7,never,quite,male,20,17,not applicable
1990,USA,trusted,9,8,married,yes,7,relig,6,never,very,male,40,21,white
1990,Britain,trusted,9,9,married,yes,8,relig,never,always,very,female,76,14,not applicable
1990,USA,careful,9,8,married,yes,5,not rel,5,5,very,male,39,19,white
1990,France,careful,6,6,single,yes,9,not rel,always,5,quite,female,18,"dk, na",not applicable
1990,USA,trusted,8,9,divorced,yes,5,relig,5,never,very,female,45,17,white
1990,Sweden,trusted,9,5,as marr,yes,5,atheist,3,never,quite,male,22,20,not applicable
1990,Britain,trusted,5,5,married,yes,5,not rel,6,never,quite,male,44,15,not applicable
1990,Britain,careful,8,8,married,yes,6,relig,5,5,not very,female,70,14,not applicable
1990,USA,trusted,8,5,single,yes,6,relig,5,never,very,male,46,21,white
1990,USA,trusted,8,8,divorced,yes,5,relig,9,never,very,female,48,14,white
1990,USA,trusted,8,8,married,yes,5,relig,5,never,very,male,34,19,white
1990,USA,careful,2,2,married,no,7,relig,5,never,not very,female,19,17,7
1990,Britain,careful,satisf,7,married,yes,6,not rel,4,never,very,male,51,16,not applicable
1990,Sweden,careful,7,7,single,yes,3,not rel,4,never,very,male,29,20,not applicable
1990,Britain,trusted,9,8,married,yes,6,relig,4,never,very,male,55,21,not applicable
1990,Sweden,trusted,7,8,single,yes,5,relig,3,never,very,female,27,21,not applicable
1990,USA,careful,8,6,single,yes,8,relig,7,never,very,male,18,21,white
1990,Britain,careful,satisf,6,widow,yes,4,relig,5,never,very,female,70,14,not applicable
1990,Sweden,trusted,9,9,as marr,yes,6,not rel,5,2,very,male,26,21,not applicable
1990,France,careful,5,none,as marr,yes,4,relig,9,9,quite,male,26,20,not applicable
1990,Britain,careful,9,5,married,yes,7,relig,5,3,very,female,66,15,not applicable
1990,USA,trusted,9,8,married,yes,5,relig,never,never,very,male,40,21,white
1990,USA,careful,9,grt deal,married,no,7,not rel,9,5,quite,female,24,20,white
1990,Britain,careful,2,2,married,no,3,not rel,7,never,very,male,76,14,not applicable
1990,Britain,careful,7,4,married,yes,7,relig,never,never,very,male,78,14,not applicable
1990,Britain,careful,3,5,as marr,yes,3,not rel,never,never,very,female,25,16,not applicable
1990,USA,careful,6,8,married,yes,8,relig,7,6,very,female,40,21,e asian
1990,USA,careful,6,grt deal,widow,yes,5,relig,never,never,very,male,62,"dk, na",black
1990,USA,trusted,9,7,married,no,5,relig,2,2,very,female,37,21,white
1990,USA,careful,5,7,widow,no,6,relig,8,2,quite,female,74,13,white
1990,USA,trusted,9,8,married,yes,7,not rel,8,3,very,female,37,20,white
1990,Sweden,careful,8,8,married,yes,3,not rel,3,never,quite,male,58,"dk, na",not applicable
1990,Britain,trusted,satisf,5,married,yes,right,not rel,2,never,very,female,25,16,not applicable
1990,Sweden,trusted,8,8,married,yes,3,not rel,8,2,quite,male,43,21,not applicable
1990,France,careful,6,4,as marr,no,5,atheist,5,5,not very,male,27,21,not applicable
1990,Britain,careful,9,8,widow,yes,5,relig,3,2,very,male,85,14,not applicable
1990,France,trusted,6,6,married,no,7,relig,5,never,quite,female,70,17,not applicable
1990,Sweden,trusted,satisf,7,married,yes,6,relig,5,always,quite,female,45,18,not applicable
1990,France,careful,5,4,married,no,5,relig,2,2,quite,female,29,20,not applicable
1990,USA,trusted,8,8,married,yes,8,relig,6,never,very,female,38,19,white
1990,France,careful,6,5,married,yes,5,relig,always,6,very,male,51,16,not applicable
1990,Britain,careful,7,6,married,yes,5,not rel,4,3,quite,female,27,16,not applicable
1990,USA,trusted,8,9,separat,yes,8,relig,8,3,very,male,28,21,white
1990,Britain,trusted,8,7,married,yes,6,relig,3,never,quite,female,28,21,not applicable
1990,Sweden,trusted,8,7,widow,yes,7,relig,9,never,not very,female,66,18,not applicable
1990,USA,careful,4,7,widow,yes,5,relig,7,8,very,female,50,21,white
1990,USA,trusted,8,8,married,yes,6,relig,6,never,very,female,27,17,white
1990,France,careful,5,5,married,yes,4,relig,7,never,very,male,39,18,not applicable
1990,France,careful,satisf,9,separat,yes,4,relig,never,never,very,male,27,16,not applicable
1990,USA,trusted,5,grt deal,divorced,yes,5,relig,5,never,very,female,43,21,white
1990,USA,careful,9,9,divorced,yes,4,atheist,always,8,very,female,57,21,white
1990,Britain,careful,7,7,single,no,5,not rel,9,2,quite,female,30,21,not applicable
1990,USA,trusted,7,5,married,yes,5,relig,4,never,very,female,65,21,white
1990,Sweden,trusted,satisf,grt deal,married,yes,9,relig,5,never,very,female,67,19,not applicable
1990,Britain,trusted,satisf,8,married,yes,5,relig,never,never,very,female,45,15,not applicable
