year,nation,peoptrust,lifesat,decision,marital,war,leftrigh,religious,divorce,suicide,proud,sex,age,education,ethnic
1990,Britain,careful,9,8,single,no,3,relig,6,2,very,female,22,16,not applicable
1990,Britain,trusted,6,4,single,yes,4,atheist,4,5,not very,male,21,16,not applicable
1990,USA,trusted,8,7,divorced,yes,4,not rel,6,2,very,female,42,21,white
1990,Sweden,trusted,9,8,married,yes,4,not rel,9,always,not very,female,51,21,not applicable
1990,USA,careful,9,5,married,no,5,relig,never,5,very,male,62,18,not applicable
1990,USA,careful,8,grt deal,married,yes,6,relig,never,never,very,male,48,20,white
1990,France,careful,7,6,married,yes,3,not rel,5,5,quite,female,46,20,not applicable
1990,France,trusted,7,5,widow,no,3,not rel,8,5,notatall,female,60,14,not applicable
1990,USA,careful,6,grt deal,married,yes,8,relig,5,never,very,male,40,21,white
1990,Sweden,trusted,6,5,single,yes,7,relig,5,2,very,female,21,21,not applicable
1990,USA,careful,9,9,married,yes,7,relig,7,never,very,male,26,18,black
1990,USA,trusted,7,8,married,yes,7,relig,2,never,very,male,50,17,white
1990,France,careful,6,5,single,yes,5,relig,3,5,quite,male,20,20,not applicable
1990,Sweden,trusted,8,6,married,yes,4,not rel,4,4,very,female,67,"dk, na",not applicable
1990,USA,trusted,8,9,single,no,4,not rel,always,2,quite,male,33,21,white
1990,USA,trusted,dissatis,grt deal,widow,yes,5,relig,4,5,very,female,75,21,white
1990,USA,careful,9,9,married,no,5,relig,never,never,quite,male,52,13,7
1990,USA,careful,9,8,married,yes,7,relig,6,never,very,male,63,16,white
1990,Britain,careful,9,9,single,no,6,atheist,7,8,notatall,male,18,21,not applicable
1990,Britain,trusted,6,7,separat,no,7,relig,6,never,quite,male,64,16,not applicable
1990,Britain,careful,6,8,as marr,yes,7,not rel,3,never,very,male,39,15,not applicable
1990,Sweden,trusted,satisf,grt deal,married,yes,5,not rel,5,never,quite,male,63,21,not applicable
1990,USA,trusted,6,grt deal,single,yes,4,not rel,always,never,very,male,19,17,white
1990,Britain,trusted,5,5,separat,no,5,not rel,3,never,quite,male,68,14,not applicable
1990,USA,careful,9,7,married,no,5,relig,5,never,very,female,64,16,white
1990,Sweden,careful,8,8,single,yes,6,not rel,5,never,not very,male,21,18,not applicable
1990,USA,trusted,9,9,married,yes,7,relig,never,never,very,male,64,21,white
1990,USA,trusted,7,8,single,no,2,not rel,5,6,not very,female,20,21,white
1990,Britain,trusted,7,grt deal,widow,yes,7,relig,3,never,very,male,75,14,not applicable
1990,France,careful,7,6,married,yes,8,relig,8,2,quite,female,66,12,not applicable
1990,Britain,careful,6,7,single,yes,5,relig,5,5,quite,male,48,15,not applicable
1990,France,careful,5,5,married,yes,5,atheist,5,never,quite,male,36,21,not applicable
1990,Britain,trusted,7,6,married,yes,4,not rel,5,never,quite,female,43,15,not applicable
1990,USA,careful,9,9,married,no,7,not rel,always,9,quite,male,63,21,white
1990,Sweden,trusted,satisf,grt deal,divorced,yes,2,not rel,3,never,quite,male,53,"dk, na",not applicable
1990,Britain,trusted,9,6,married,yes,8,relig,6,3,very,female,65,16,not applicable
1990,Britain,careful,8,grt deal,divorced,yes,7,relig,5,never,very,male,45,15,not applicable
1990,Sweden,careful,8,7,divorced,yes,5,not rel,8,5,very,female,55,18,not applicable
1990,Britain,careful,8,7,single,yes,5,relig,5,5,quite,female,19,16,not applicable
1990,France,careful,6,5,divorced,yes,4,not rel,5,6,quite,male,40,17,not applicable
1990,USA,careful,4,3,separat,yes,4,relig,never,never,not very,female,45,21,white
1990,Sweden,trusted,8,grt deal,married,yes,3,not rel,8,5,not very,male,51,21,not applicable
1990,Britain,careful,8,8,married,yes,3,relig,5,never,very,male,70,14,not applicable
1990,USA,trusted,8,7,married,yes,8,relig,never,never,very,male,39,18,black
1990,Britain,careful,satisf,grt deal,widow,yes,5,relig,7,never,very,female,70,14,not applicable
1990,Britain,trusted,8,7,widow,yes,5,relig,never,never,very,female,79,14,not applicable
1990,Britain,careful,5,5,separat,yes,5,relig,never,7,very,female,51,15,not applicable
1990,Britain,careful,7,grt deal,single,yes,6,not rel,3,never,quite,male,30,21,not applicable
1990,Britain,careful,8,6,married,yes,4,not rel,7,6,not very,male,24,16,not applicable
1990,France,careful,8,2,married,yes,6,not rel,7,7,quite,female,30,16,not applicable
1990,USA,careful,satisf,none,as marr,yes,5,relig,never,never,very,male,30,15,white
1990,USA,careful,satisf,8,married,yes,right,relig,8,never,very,male,55,21,white
1990,USA,trusted,9,8,single,yes,9,relig,never,never,very,male,27,21,white
1990,Britain,trusted,8,9,married,yes,9,relig,5,2,very,female,36,17,not applicable
1990,USA,trusted,9,5,as marr,yes,3,relig,6,2,very,male,29,17,white
1990,France,careful,6,6,married,no,5,relig,5,4,quite,female,45,21,not applicable
1990,France,careful,satisf,2,married,yes,right,not rel,never,never,very,male,63,13,not applicable
1990,Sweden,trusted,8,6,divorced,yes,4,not rel,always,always,quite,male,23,"dk, na",not applicable
1990,France,careful,6,6,single,yes,6,not rel,5,5,quite,female,24,21,not applicable
1990,USA,trusted,8,6,married,yes,5,relig,never,never,very,female,39,21,white
1990,Britain,trusted,9,9,married,yes,5,not rel,5,4,very,male,37,16,not applicable
1990,USA,trusted,satisf,grt deal,single,yes,6,relig,3,3,very,female,68,21,white
1990,Sweden,trusted,8,8,married,yes,5,atheist,always,never,not very,male,31,21,not applicable
1990,Britain,careful,8,8,divorced,yes,6,relig,6,never,very,female,39,17,not applicable
1990,Sweden,careful,4,7,single,yes,9,atheist,7,5,not very,male,19,19,not applicable
1990,Sweden,careful,7,7,married,yes,3,not rel,5,never,quite,male,65,"dk, na",not applicable
1990,Britain,trusted,7,6,married,yes,4,relig,4,5,very,female,56,15,not applicable
1990,USA,trusted,9,8,married,yes,5,relig,5,never,quite,female,62,17,white
1990,USA,careful,2,7,divorced,yes,5,relig,5,never,quite,female,51,16,black
1990,Britain,trusted,7,7,single,yes,5,relig,5,5,quite,male,58,14,not applicable
1990,Britain,trusted,7,8,married,yes,5,not rel,5,5,quite,male,29,17,not applicable
1990,USA,careful,8,8,married,yes,6,relig,9,6,very,female,35,21,white
1990,USA,careful,satisf,grt deal,widow,yes,7,relig,never,never,very,female,65,18,white
1990,France,careful,6,2,married,yes,7,not rel,5,3,quite,female,22,18,not applicable
1990,Britain,careful,8,3,married,no,left,relig,5,never,very,female,39,21,not applicable
1990,France,careful,8,7,separat,yes,6,relig,5,never,quite,female,35,21,not applicable
1990,Sweden,careful,9,grt deal,single,yes,4,not rel,5,never,very,female,30,21,not applicable
1990,France,trusted,8,7,married,yes,5,not rel,always,always,quite,female,41,21,not applicable
1990,Britain,careful,6,5,divorced,yes,5,relig,5,5,quite,female,51,16,not applicable
1990,USA,trusted,9,9,married,yes,8,relig,4,never,quite,male,33,21,white
1990,Sweden,careful,satisf,8,married,yes,5,atheist,6,never,very,female,38,21,not applicable
1990,Britain,trusted,satisf,grt deal,single,yes,5,not rel,5,never,very,female,18,16,not applicable
1990,Sweden,trusted,9,5,married,yes,6,not rel,always,8,very,male,31,21,not applicable
1990,Sweden,trusted,7,8,married,yes,3,not rel,6,never,very,male,39,"dk, na",not applicable
1990,France,careful,5,5,married,yes,5,relig,8,4,quite,female,50,20,not applicable
1990,USA,trusted,8,7,married,no,3,not rel,7,3,not very,male,39,21,white
1990,France,careful,7,7,single,yes,8,relig,5,8,not very,female,20,"dk, na",not applicable
1990,France,careful,9,8,widow,yes,4,not rel,2,5,very,female,38,14,not applicable
1990,USA,trusted,6,8,divorced,no,5,not rel,7,3,quite,female,57,18,black
1990,USA,trusted,9,8,married,yes,8,relig,6,4,very,male,37,21,white
1990,France,careful,8,5,married,yes,8,relig,5,never,quite,male,34,18,not applicable
1990,Sweden,careful,8,3,as marr,yes,5,not rel,5,never,quite,male,47,20,not applicable
1990,Britain,careful,satisf,7,married,yes,7,relig,5,never,very,female,39,16,not applicable
1990,USA,trusted,7,8,married,yes,4,relig,5,never,very,male,37,"dk, na",white
1990,France,careful,6,6,married,yes,4,relig,6,5,quite,male,48,18,not applicable
1990,USA,trusted,9,8,married,yes,5,relig,3,2,very,female,52,14,white
1990,Sweden,trusted,3,7,single,no,5,not rel,5,2,not very,male,19,17,not applicable
1990,Sweden,trusted,7,7,married,yes,4,not rel,8,5,quite,male,55,20,not applicable
1990,Britain,trusted,satisf,grt deal,married,yes,5,atheist,always,5,very,male,60,14,not applicable
1990,Britain,trusted,6,grt deal,married,yes,9,relig,6,6,very,male,62,14,not applicable
1990,Britain,careful,7,8,married,yes,5,relig,4,2,very,female,30,16,not applicable
1990,Britain,trusted,9,8,married,yes,5,relig,6,never,very,male,67,14,not applicable
1990,Sweden,careful,satisf,grt deal,married,yes,5,not rel,never,never,very,male,49,"dk, na",not applicable
1990,Sweden,careful,8,8,widow,yes,7,relig,3,6,very,male,66,21,not applicable
1990,USA,careful,7,8,married,no,5,relig,2,never,quite,male,72,12,white
1990,France,careful,satisf,5,married,yes,6,atheist,3,7,quite,male,69,16,not applicable
1990,USA,careful,5,7,widow,yes,3,relig,always,3,very,male,80,16,white
1990,Sweden,trusted,8,8,single,yes,9,not rel,5,5,quite,male,29,21,not applicable
1990,Britain,careful,7,6,married,yes,5,relig,5,5,quite,female,37,16,not applicable
1990,France,careful,7,7,married,yes,5,relig,8,5,quite,male,49,18,not applicable
1990,Sweden,trusted,9,8,married,yes,8,not rel,always,2,not very,male,48,21,not applicable
1990,Sweden,careful,6,8,married,yes,6,relig,5,3,quite,female,69,"dk, na",not applicable
1990,USA,trusted,6,7,widow,no,7,relig,5,never,very,female,64,"dk, na",white
1990,Britain,trusted,9,7,married,yes,5,relig,5,2,very,female,57,14,not applicable
1990,France,trusted,6,7,married,yes,3,relig,5,4,quite,male,43,21,not applicable
1990,Sweden,trusted,8,7,divorced,yes,2,not rel,5,never,very,male,26,"dk, na",not applicable
1990,Sweden,trusted,8,8,married,no,5,not rel,5,3,not very,male,48,21,not applicable
1990,USA,trusted,9,9,married,yes,8,relig,5,never,very,female,78,19,white
1990,Sweden,trusted,9,8,single,yes,8,relig,3,never,very,male,21,20,not applicable
1990,France,careful,9,9,married,no,2,atheist,9,5,quite,female,24,16,not applicable
1990,Britain,trusted,5,8,single,yes,5,relig,never,never,very,female,85,14,not applicable
1990,Britain,careful,9,5,married,no,5,relig,5,always,not very,female,53,15,not applicable
1990,Sweden,careful,6,8,married,yes,5,not rel,6,4,very,male,39,21,not applicable
1990,Britain,careful,satisf,5,married,yes,5,relig,4,4,very,female,35,17,not applicable
1990,USA,trusted,7,6,married,yes,6,not rel,7,2,quite,male,36,21,white
1990,Britain,trusted,9,9,married,yes,6,relig,6,never,very,male,54,15,not applicable
1990,Britain,trusted,7,9,widow,no,5,not rel,never,never,quite,female,81,13,not applicable
1990,Britain,trusted,8,8,married,yes,8,relig,never,2,very,male,34,15,not applicable
1990,Britain,trusted,6,6,married,no,4,relig,5,never,quite,female,44,15,not applicable
1990,Britain,careful,8,8,married,no,4,not rel,7,7,quite,male,40,15,not applicable
1990,Britain,trusted,satisf,9,as marr,yes,3,relig,9,7,very,female,27,17,not applicable
1990,Britain,careful,8,5,married,yes,7,relig,5,never,very,male,69,16,not applicable
1990,Sweden,careful,8,7,divorced,yes,right,not rel,always,7,not very,male,33,"dk, na",not applicable
1990,France,trusted,dk,7,married,yes,8,relig,never,never,very,male,65,21,not applicable
1990,Britain,careful,satisf,8,widow,yes,right,not rel,5,never,very,male,77,14,not applicable
1990,USA,careful,5,grt deal,divorced,no,5,relig,2,5,very,male,38,18,white
1990,USA,careful,9,9,single,yes,8,relig,5,3,very,male,38,21,black
1990,France,careful,7,5,married,no,5,not rel,5,8,not very,male,41,21,not applicable
1990,USA,careful,5,8,single,yes,5,relig,5,never,very,female,20,16,white
1990,Sweden,careful,9,6,married,yes,7,not rel,6,never,very,female,63,"dk, na",not applicable
1990,USA,careful,9,8,married,no,9,relig,4,never,very,male,67,21,white
1990,USA,careful,5,4,single,yes,6,not rel,7,3,quite,male,42,21,white
1990,France,careful,satisf,grt deal,as marr,no,4,not rel,5,5,quite,female,35,21,not applicable
1990,Britain,careful,8,5,as marr,no,6,not rel,8,never,very,female,25,16,not applicable
1990,Britain,trusted,satisf,9,married,yes,5,relig,4,6,not very,male,77,18,not applicable
1990,USA,careful,8,8,single,no,5,relig,5,never,quite,female,45,"dk, na",7
1990,Britain,trusted,6,5,married,yes,5,relig,7,5,very,male,52,16,not applicable
1990,USA,careful,7,9,single,yes,5,relig,4,never,very,female,20,"dk, na",white
1990,Sweden,trusted,satisf,grt deal,as marr,yes,6,not rel,5,2,very,male,36,18,not applicable
1990,Britain,trusted,9,8,married,no,5,relig,6,never,quite,female,37,15,not applicable
1990,Britain,careful,satisf,8,married,yes,right,relig,never,never,very,female,62,14,not applicable
1990,Sweden,careful,satisf,8,married,yes,9,not rel,6,never,very,female,51,21,not applicable
1990,Britain,careful,3,2,married,yes,6,relig,3,6,quite,male,47,12,not applicable
1990,France,careful,5,5,as marr,no,3,not rel,5,5,quite,male,23,17,not applicable
1990,USA,trusted,9,7,married,no,4,relig,9,never,quite,female,43,21,other
1990,France,trusted,satisf,grt deal,single,no,left,atheist,always,always,quite,female,46,21,not applicable
1990,Sweden,trusted,5,6,married,yes,5,atheist,always,never,quite,male,27,18,not applicable
1990,France,trusted,7,8,single,no,4,not rel,always,5,not very,male,24,20,not applicable
1990,USA,careful,8,6,married,yes,7,not rel,never,3,very,male,29,21,white
1990,France,careful,6,6,as marr,no,3,not rel,7,5,quite,female,23,18,not applicable
1990,Britain,trusted,8,8,married,yes,8,relig,5,never,very,male,47,"dk, na",not applicable
1990,USA,trusted,9,9,married,yes,5,relig,always,9,very,female,47,21,white
1990,USA,careful,7,9,divorced,yes,8,relig,6,never,very,female,44,18,white
1990,Britain,careful,4,8,married,yes,7,relig,5,5,quite,female,51,17,not applicable
1990,Britain,trusted,satisf,grt deal,widow,no,5,relig,never,never,quite,female,80,14,not applicable
1990,USA,careful,9,8,married,yes,5,relig,4,3,very,female,34,17,white
1990,France,trusted,7,6,married,yes,5,relig,3,never,very,female,50,18,not applicable
1990,Britain,careful,8,5,married,yes,right,relig,always,5,very,male,84,14,not applicable
1990,USA,careful,7,7,single,no,6,relig,8,8,quite,male,35,20,white
1990,USA,trusted,8,7,divorced,yes,5,relig,6,never,very,female,54,"dk, na",white
1990,Britain,careful,satisf,8,married,yes,7,relig,5,never,quite,male,32,17,not applicable
1990,USA,trusted,8,5,divorced,no,left,not rel,5,never,very,male,43,18,white
1990,Britain,careful,7,7,married,yes,5,relig,8,never,very,female,34,16,not applicable
1990,France,careful,8,8,married,yes,8,relig,5,3,very,female,30,21,not applicable
1990,USA,trusted,7,7,married,yes,4,not rel,6,3,very,male,36,21,white
1990,USA,trusted,7,grt deal,married,yes,5,relig,6,never,very,female,35,17,white
1990,USA,trusted,8,7,single,yes,4,relig,4,never,very,female,42,21,white
1990,Britain,careful,7,6,widow,no,6,relig,4,3,quite,female,78,14,not applicable
1990,USA,trusted,7,7,married,yes,8,relig,7,never,very,female,51,21,white
1990,Britain,careful,8,6,married,no,4,relig,5,never,very,female,54,15,not applicable
1990,Sweden,careful,8,7,married,yes,8,not rel,5,4,very,male,52,"dk, na",not applicable
1990,Sweden,trusted,7,grt deal,as marr,no,right,not rel,always,never,quite,male,20,18,not applicable
1990,Britain,careful,7,5,married,yes,7,relig,4,never,very,female,71,16,not applicable
1990,Britain,trusted,2,5,married,yes,right,relig,7,never,very,female,79,17,not applicable
1990,France,careful,8,grt deal,single,no,3,not rel,8,8,notatall,female,21,"dk, na",not applicable
1990,USA,trusted,9,8,married,yes,4,relig,8,3,quite,female,41,21,white
1990,France,careful,5,5,married,yes,3,relig,5,never,very,female,42,18,not applicable
1990,USA,trusted,8,8,married,yes,5,not rel,6,never,very,female,49,"dk, na",white
1990,Sweden,trusted,satisf,grt deal,married,yes,5,not rel,5,4,very,male,44,"dk, na",not applicable
1990,USA,trusted,9,8,single,yes,5,relig,4,never,very,female,40,18,white
1990,Britain,trusted,7,7,married,yes,5,relig,5,6,quite,female,36,15,not applicable
1990,USA,careful,7,grt deal,single,yes,3,relig,5,never,very,male,19,21,white
1990,Sweden,trusted,9,8,single,yes,6,relig,4,never,very,female,21,20,not applicable
1990,Britain,trusted,8,5,married,yes,5,not rel,7,never,very,male,43,16,not applicable
1990,Britain,careful,8,7,married,no,2,relig,5,never,quite,female,66,13,not applicable
1990,Britain,trusted,8,6,married,yes,5,not rel,5,never,very,female,26,21,not applicable
1990,France,careful,6,9,single,no,4,atheist,6,never,notatall,female,20,"dk, na",not applicable
1990,France,careful,8,8,married,no,2,not rel,8,always,not very,female,32,18,not applicable
1990,France,careful,5,5,divorced,yes,5,not rel,8,2,very,male,43,21,not applicable
1990,USA,trusted,8,grt deal,married,yes,5,relig,5,never,very,female,61,18,white
1990,Sweden,careful,satisf,grt deal,married,yes,2,relig,8,never,very,female,64,"dk, na",not applicable
1990,USA,careful,satisf,8,married,yes,5,relig,never,never,very,female,65,14,white
1990,Sweden,trusted,9,grt deal,as marr,yes,7,not rel,always,5,quite,male,27,21,not applicable
1990,France,careful,8,7,married,no,7,relig,7,always,quite,female,38,18,not applicable
1990,Sweden,careful,8,9,widow,yes,7,relig,5,5,very,female,51,21,not applicable
1990,USA,careful,8,3,married,yes,5,relig,5,never,very,male,37,21,white
1990,USA,careful,satisf,7,married,yes,6,relig,5,never,very,male,64,17,white
1990,France,careful,6,4,married,yes,8,relig,5,never,quite,female,35,18,not applicable
1990,Sweden,careful,9,9,married,yes,5,not rel,7,never,very,male,64,13,not applicable
1990,USA,careful,satisf,grt deal,widow,yes,5,relig,5,never,very,female,64,21,white
1990,Britain,careful,3,7,married,yes,6,relig,2,2,very,male,59,16,not applicable
1990,Britain,trusted,8,8,married,yes,right,not rel,5,never,notatall,male,69,17,not applicable
1990,USA,trusted,8,7,single,yes,5,relig,7,4,quite,male,20,19,white
1990,Britain,trusted,satisf,9,single,no,5,relig,5,3,very,male,61,14,not applicable
1990,France,careful,9,9,married,no,4,relig,5,8,very,female,28,16,not applicable
1990,Britain,careful,8,9,married,no,7,relig,4,never,very,male,60,14,not applicable
1990,France,careful,7,7,married,yes,8,not rel,8,3,very,male,33,16,not applicable
1990,USA,trusted,9,grt deal,married,yes,7,relig,5,never,very,male,60,21,white
1990,USA,careful,7,7,divorced,yes,5,relig,6,2,very,female,47,"dk, na",black
1990,Britain,careful,8,8,married,yes,5,relig,8,never,very,male,42,16,not applicable
1990,France,careful,5,6,married,no,7,relig,8,6,very,female,64,14,not applicable
1990,Sweden,trusted,9,8,as marr,yes,4,atheist,always,3,not very,male,54,21,not applicable
1990,Britain,careful,9,6,married,no,5,not rel,6,6,very,female,28,17,not applicable
1990,USA,careful,8,5,widow,yes,5,relig,3,never,very,female,71,21,white
1990,France,careful,5,4,single,yes,right,relig,5,7,very,male,24,21,not applicable
1990,France,careful,7,7,single,no,8,atheist,always,5,not very,male,27,17,not applicable
1990,USA,trusted,9,8,divorced,yes,4,atheist,3,3,very,female,60,14,white
1990,Britain,trusted,8,8,married,yes,4,relig,4,2,very,male,44,21,not applicable
1990,Sweden,careful,satisf,grt deal,married,yes,7,not rel,5,never,very,female,51,"dk, na",not applicable
1990,USA,trusted,8,9,married,yes,8,relig,5,2,very,male,60,21,white
1990,France,careful,7,grt deal,divorced,yes,3,not rel,5,2,very,male,64,13,not applicable
1990,France,careful,9,8,married,no,3,not rel,9,never,notatall,female,62,12,not applicable
1990,France,careful,7,7,as marr,yes,8,not rel,5,5,very,male,70,16,not applicable
1990,USA,careful,6,8,divorced,yes,6,not rel,always,6,very,male,70,16,white
1990,Britain,trusted,9,8,married,yes,left,not rel,5,5,very,male,74,14,not applicable
1990,Britain,trusted,9,7,married,yes,8,relig,never,never,very,female,54,20,not applicable
1990,Britain,careful,satisf,8,married,no,left,relig,4,3,very,female,29,17,not applicable
1990,USA,careful,satisf,grt deal,divorced,yes,right,relig,always,never,very,female,55,16,white
1990,Britain,trusted,9,9,widow,yes,6,relig,5,2,very,male,66,14,not applicable
1990,Britain,careful,satisf,7,married,no,4,relig,4,never,very,male,73,14,not applicable
1990,Britain,careful,9,8,married,yes,5,relig,never,never,quite,male,28,16,not applicable
1990,France,careful,8,7,as marr,yes,5,not rel,8,never,quite,female,34,20,not applicable
1990,Britain,careful,7,8,married,yes,5,atheist,always,never,very,male,41,21,not applicable
1990,Britain,careful,satisf,grt deal,widow,yes,7,relig,never,never,very,female,70,14,not applicable
1990,USA,trusted,8,grt deal,married,yes,3,relig,always,4,very,female,41,21,white
1990,Britain,careful,satisf,2,widow,no,3,relig,5,4,very,female,81,20,not applicable
1990,USA,trusted,7,8,married,yes,5,relig,5,never,quite,male,44,21,white
1990,Sweden,trusted,satisf,grt deal,married,yes,7,not rel,8,never,very,male,36,21,not applicable
